product_id,product_name,category,discounted_price,actual_price,avg_rating,unique_reviewers,rating_count_sum,median_review_length,aggregated_reviews,total_review_rows
B015ZXUDD0,"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,479.0,599.0,4.3,8,93496.0,93.5,decent product the quality of this batteries are really good. i used this batteries in wireless mouse and trimmer. in wireless mouse the batteries lasts for more than 7 days and in trimmer it lasts for 15 days. happy with the product and happy with the packaging and delivery standards of amazon. ||| very useful too useful. good for normal usage. i am using it for my point and shoot camera and it works pefectly well ||| daljeet worth buying prodect ||| *** good product. ||| good remote control n longevity ||| working well but heated much while charging working well for my camera external flash. i took almost 50 photo with various flash power ||| value for money and worthable and it had still charged. then i charge it again with panasonic c55 charger and it was fully charged within 1.5 hours. but when i charge it for the first time batteries were talking too much time ||| good among all rechargable batree though company claim its pre charged,8
B0162K34H2,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Space Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,849.0,999.0,4.1,8,53888.0,51.5,reliability works smooth ||| best non apple usb to lightning cable the lenght of the cord is preety long. the charging power is not hampered due to its lenght. well braided wire. worth to go for. if you want short wire dont go for this. else this is a good choice for all. ||| good good ||| good quality using since a year you can definitely get this product i am using it very roughly but there is no problem at all works fine ||| good lovely product in affordable price.. ||| very good product it has a rope-ish wire which is very long and i needed it for the car when i am charging while travelling. decent speed for charging also. it’s not super fast like your regular iphone charger but it does the job well. compatible with portable charger also ||| nice cable nice cable ||| worth your money and best alternative length is very well good,8
B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.0,1749.0,4.1,8,45008.0,37.0,worst product wornout after 2 months product is not working after 2 months ||| good product boat💕 ||| awesome | great nice product ||| worth a buy worth a buy ||| best product! really satisfying quality and product is still working fine. ||| great one compare to original cable worth itsame as original ||| worked for a month not worthy ||| the power supply isn't as mentioned. thik aaw,8
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",185.0,499.0,4.2,7,175.0,19.0,ok ok ||| excellent product quality perfect ||| must buy perfect 5m ||| nice must buy ||| good product..i got this product rs 170 ok ||| good excellent ||| good product. 5meter cable. purchase at 175. value for money,7
B016XVRKZM,"APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics",Computers&Accessories|Accessories&Peripherals|UninterruptedPowerSupplies,3299.0,4100.0,3.9,8,126264.0,105.0,"most featured ups my office pc ups legrand numeric ups digital 600ex-v is having only one led and beep codes. this is not sufficient ||| not sufficient for a 65"" sony 4k tv if we want more details. however the unit is robust ||| easy to install easy to disassemble ||| kind of useless for a pc with a gpu easy to replace battery with generic battery ||| how to return having best transfer time (less than 4 milli sec) 37min backup for cpu + monitor when checked. in view of this ||| value for money the legrand numeric ups digital 600ex-v should my the number one choice. but it also has low user ratings.the following brands came to my notice on search.1) apc bx600c-in2) apc bx600ci-in3) emerson liebert iton cx 600(i have not considered microtek ||| big intex ||| good stuff for it's purpose iball; vguard etc may be they are good)the technical parameters of the above all looked similar",8
B017NC2IPM,"RESONATE RouterUPS CRU12V2A | Zero Drop | UPS for WiFi Router | Mini UPS | Up to 4 Hours PowerBackup | Battery Replacement Program | Router UPS Compatible with 12V <2A Routers, FTTH, Modem, Set Top Box, Alexa, Mini Camera",Computers&Accessories|NetworkingDevices|Routers,1799.0,2911.0,4.3,8,162736.0,86.0,12v2a routerups the 12v product will not work with most type of modems. it's always better to purchase their 12v3a product. i have used 12v2a product for 9 months and it stopped working after that. when i contacted the customer care ||| decent product they told me that i should have purchased there 3a product. anyway they have provided the warranty. also provided an option to upgrade the product to 3a at a discounted rate instead of replacing the current one. ||| product quality the product is good. will require an additional y splitter cable. ||| effective and functional product is very good ||| works with jio 12v 2.5a using since 2nd dec 2022 ||| good product but not supported for my wifi no issues. ||| amazing product very helpful at times off power cut. value for money. effective in cutting off and cutting in ||| good one to buy during an outage. normal router can be supported by up to 2-3 hours on this,8
B017PDR9N0,"GIZGA Essentials Portable Tabletop Tablet Stand Mobile Holder, Desktop Stand, Cradle, Dock for iPad, Smartphone, Kindle, E-Reader, Fully Foldable, Adjustable Angle, Anti-Slip Pads, Black",Computers&Accessories|Accessories&Peripherals|TabletAccessories|Stands,149.0,499.0,4.1,8,204856.0,44.0,okay product in picture when you use its okay product. ||| good for students i am using and don't find any problem 🤠 ||| nice product nice product ||| portability good quality and easy to manage ||| great product at this price the best thing about it is that its super light weight and small.. so its wasy to carry almost everything ||| just working go for itgood for landscape mode ||| nice i liked low price. ||| good nice,8
B0187F2IOK,"Bajaj HM-01 Powerful 250W Hand Mixer, Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandMixers,1499.0,2199.0,4.4,8,52248.0,45.0,if you’re a home baker been using this from almost a year now.i’m home baker and whipping creams and making dough has been easier than ever. value for money and philips is a brand you can blindly trust on. the blades are easy detachable and easy to clean. if you’rea home baker who just started off. please go ahead and buy this without giving a second thought ||| just go for it without doubt very useful product. easy to use. i like it😍 ||| excellent👍 easy to use ||| nice product hassle free product ||| useful no issues after using it for about 5 months ||| bhari easy to use n clean i am satisfied ||| too good it is may be 250watt but works like 400watt... really great product in a affordable price. ||| good for cake look fir cake making,8
B0188KPKB2,"Preethi Blue Leaf Diamond MG-214 mixer grinder 750 watt (Blue/White), 3 jars & Flexi Lid, FBT motor with 2yr Guarantee & Lifelong Free Service",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3599.0,9455.0,4.1,8,94624.0,43.0,my sister is very happy with the performance of this item . good buy and good deal good buy and great deal ||| product is good i prefer ||| good they should have gave an option to remove the blade. because ||| great product cleaning will be easy. otherwise ||| good product product is good ||| good quality product but price is too high good ||| value for money good product ||| good allready used this productvery nice,8
B01892MIPA,AO Smith HSE-VAS-X-015 Storage 15 Litre Vertical Water Heater (Geyser) White 4 Star,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",7349.0,10900.0,4.2,8,95656.0,44.0,nice gyser it gives hot water but only after 25 min of running which i feel a bit slow. let's wait for years now to come up with it's performance. ||| good child i am say good very good ||| great product in this budget i am already using 25 liter of the same geyser but no issues till date . ||| good product good product ||| good one con: very noisy like boiling water ||| amazing machine highly recommend good product ||| good product this is my second purchase ao smith geyser are amazing but sad to share that their techician are very rude and never came for installation so i had to get it installed from my own electrical person..please work on the technician part otherwise ao smith geyser is quick . ||| working great installments very easy,8
B018SJJ0GE,Libra Roti Maker Electric Automatic | chapati Maker Electric Automatic | roti Maker Machine with 900 Watts for Making Roti/Chapati/Parathas - Stainless Steel,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|RotiMakers,1999.0,2999.0,4.4,8,3104.0,69.0,good. it was good.ok with the price. ||| good product it depends on the dough you prepare.with little practice we can make pluffy rotis.only thing is we cannot touch the steel part of the roti maker while preparing rotis.the steel part gets heated up.so we have to carefully deal with it without touching the steel part.other concern is ||| worth to have roti maker it is 8 inches only.for making alu parathas like that if the size was bigger than it like 9.5 inches like that then it was more easy to make stuffed parathas ||| value for money it's worth to have roti maker with you . cooks fast rotis and all depends on practice .i cooked methi parathes too and we're good . i found parathes was much good in roti maker.i am lazy it's me and my husband here for two persons rotis making i found its much easy . it should have in each kitchen.. if you have atta maker also than making rotis are not much hurdle . for roti maker dough must be soft and atta maker makes soft dough too so must have both than your rotis will be good. ||| it is easy to use... time saving i like the product ||| good value for money for one person it was hard to make dough ||| good pressing and cooking. now by this chapati maker everything become easy ||| when you have libra chapati maker extremely good value formoney,8
B01C8P29N0,"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",625.0,1400.0,4.2,8,186528.0,88.0,worth the money.. light weight. easy to use. but the packaging is really problem ||| good product i opened with a fear that product might be damaged. it was not thankfully !! no covering nothing ||| this is good first time felt very bad on packaging issue.. need to improve on that ||| super product the item just got delivered today. the product specifications says it has 360° swivel cord ||| good product but actually it has 180°. otherwise the productbis very good. 2 years warranty card present. i will update after usage. ||| average product but value for money very good couality iron and faster heat and easy to handel ||| for daily use nice product ||| heat temprature very slow light weight,8
B01C8P29T4,"Bajaj Majesty DX-11 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White and Blue","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",599.0,785.0,4.2,8,193976.0,71.0,good product at this price it is very easy to iron but the iron box was too small and there is power off button ||| an excellent product experience. does job well at this price range.. its automatically on and off ||| ok amazing product purchased at good price. ||| overall good at this price ok ||| the steel around the handle gets hot too! worth product at this price ||| light weight product the steel around the handle gets hot too! other than that this product is good. ||| nice i am useing this products from 4 month ||| a good iron for the reasonable price and buy the product no loss of money,8
B01CS4A5V4,Monitor AC Stand/Heavy Duty Air Conditioner Outdoor Unit Mounting Bracket,"Home&Kitchen|Heating,Cooling&AirQuality|Parts&Accessories|FanParts&Accessories",699.0,1690.0,4.1,8,28192.0,74.0,nice nice product fit to the purpose ||| good but screws are poor quality stand is sturdy but screws are bad if used for 1.5t a/c outdoor stand. ||| strong brackets strong brackets easy to mount ||| as required as required ||| promt delivery ||| tlob ralugna angular bolt supplied is not of good quality. had to buy another 8 numbers from market. costed me another rs. 140/- ||| good it is good and strong enough. paint may remove after years but quality is good and price is half from the one installation guy brings. ||| quality of material is good but painting quality need to be improved in future product material quality and finishing,8
B01D5H8LDM,"AmazonBasics 3.5mm to 2-Male RCA Adapter Cable For Tablet, Smartphone (Black, 15 feet)","Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",489.0,1200.0,4.4,8,556304.0,47.0,solid and quality material made up of good quality material....no issue till date..... value for money ||| good product i checked many products in amazon ||| everything good to buy this is very nice product ||| clear and cristal clear sound used to connect mixer to my obage dt 31 tower speakers ||| good gives best sound quality ||| super i use it to connect my zebronics 5.1 sound system to my pc & yeah it does the job really good!!!! ||| value for money nice ||| good cable but over priced using with sub,8
B01D5H8ZI8,AmazonBasics 3 Feet High Speed HDMI Male to Female 2.0 Extension Cable,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",229.0,595.0,4.3,8,102680.0,77.0,good product seems ok. have not tried it with hd quality videos. value for money. ||| hdmi cable very high and in budget hdmi cable by amazon basic ||| nice nice ||| do buy without any doubt i bought this for my android tv stick and it works very good with it.quality of the cable is very good and rich.it doesn't lose the picture and sound quality of tv stick ||| working as expected it is working as expected ||| thanks amazon for its premium choice i purchased splitter but it didn’t work properly and ordered for hdmi male female wire which helped me to view sources properly ||| good product good. serves the purpose. had to buy this as for some weird reason the amazon firestick (bern working for 3 years) is no longer working when connected to my samsung tvs hdmi port (all 4 ports). searching in google did not help as this issue seem to be common with samsung tvs but with no possible solution. so wanted to check if the firestick works in my computer monitor but the hdmi slot in the monitor was unreachable for a direct connection and hence bought this cable. the firestick worked well with monitor. what's even weirder is the firestick works fine when connected to the same samsung tv using this cable. problem solved ||| works well and good quality although no clue how the hell it got fixed :),8
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",299.0,700.0,4.4,8,69712.0,85.0,good cable good quality cable. ||| this amazon basics cable does the job perfectly well. i had projector flickering issues while connecting to my 2018 macbook pro 13” with a third party usb c to hdmi adapter ||| good extended by other high end hdmi cable to a epson projector. i tried to reset nvram & reset the system magement controller (smc) of the macbook but neither worked. at last purchased this amazon basics cable and now it connects without any flickering and displays all hd content played on youtube ||| sturdy cable prime video and itunes. ||| necessary product connector hdmi good quality. used it as extension cable between amazon 4k fire stick and tv. ||| best quality cable i have had very durable and good quality. ||| male to female hdmi extension cable the quality of this piece is very good. the cable is almost as thick as a pilot pen (image attached) and there is no degradation in quality. ofcourse i am no professional and have not made any accurate measurements; just commenting on what it is like for a normal eye. if you need to run a long cable (6ft may not be long enough for living rooms in which case i think the 10ft one will be more helpful) ||| very nice wire buy this and enjoy the peace of mind.,8
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,999.0,4.1,8,3081416.0,145.5,good maybe okay the quality is not upto mark for the price paid. other brands offer good quality earphones with lesser price. but per my experience none of my earphones have lasted more than 1-1.5 years.given that this is jbl ||| defective product delivered lets see how long it lasts.can someone build a earphone which lasts couple of years? i'll buy :) ||| amazing sound at budget i had purchased two units of same headset of which one was found to be defective. since i was on travel i couldn't check the items immediately and by time i found item to be defective the return/ replacement window has elapsed. ||| not for bass lover build quality is average considering jbl a global brand providing u an amazing sounding earphone under 700. highly recommended if u r a music lover. ||| best one sound quality is awesome but not bassmic is below averageit come out from ears if you walk fastnot for game you can't hear footsteps of enemyreview after use of 4 ||| quality 5 earphones (c100si) 2 year experience ||| durability awesome product....but resolve its tangling issue please otherwise nice product ||| superb voice quality nice ||| good maybe okay the quality is not upto mark for the price paid. other brands offer good quality earphones with lesser price. but per my experience none of my earphones have lasted more than 1-1.5 years.given that this is jbl ||| defective product delivered lets see how long it lasts.can someone build a earphone which lasts couple of years? i'll buy :) ||| amazing sound at budget i had purchased two units of same headset of which one was found to be defective. since i was on travel i couldn't check the items immediately and by time i found item to be defective the return/ replacement window has elapsed. ||| not for bass lover build quality is average considering jbl a global brand providing u an amazing sounding earphone under 700. highly recommended if u r a music lover. ||| best one sound quality is awesome but not bassmic is below averageit come out from ears if you walk fastnot for game you can't hear footsteps of enemyreview after use of 4 ||| quality 5 earphones (c100si) 2 year experience ||| durability awesome product....but resolve its tangling issue please otherwise nice product ||| superb voice quality nice,16
B01DF26V7A,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Red)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,1299.0,4.1,8,1540712.0,145.5,good maybe okay the quality is not upto mark for the price paid. other brands offer good quality earphones with lesser price. but per my experience none of my earphones have lasted more than 1-1.5 years.given that this is jbl ||| defective product delivered lets see how long it lasts.can someone build a earphone which lasts couple of years? i'll buy :) ||| amazing sound at budget i had purchased two units of same headset of which one was found to be defective. since i was on travel i couldn't check the items immediately and by time i found item to be defective the return/ replacement window has elapsed. ||| not for bass lover build quality is average considering jbl a global brand providing u an amazing sounding earphone under 700. highly recommended if u r a music lover. ||| best one sound quality is awesome but not bassmic is below averageit come out from ears if you walk fastnot for game you can't hear footsteps of enemyreview after use of 4 ||| quality 5 earphones (c100si) 2 year experience ||| durability awesome product....but resolve its tangling issue please otherwise nice product ||| superb voice quality nice,8
B01DGVKBC6,"FEDUS Cat6 Ethernet Cable, 10 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 Cable LAN Wire, Patch Computer Cord Gigabit Category 6 Wires for Modem, Router",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|EthernetCables,287.0,499.0,4.4,8,64608.0,57.5,very good performance really it is solid and effeciant. net signal is very fast ||| it's been more than a month and it's been working good till now it's working fine ||| good quality value for money ||| good nice product 👍 ||| nice one idk but my wifi signal from the router is unstable. i called and got it check from service providers also. but as of now product seems to be good ||| excellent very good quality with good speed ||| cable outer surface is oily based not good ||| genuine and good cable👍 everything great from packaging to cable quality,8
B01DJJVFPC,"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,269.0,315.0,4.5,8,142480.0,32.0,longevity isn’t as long as i thought it would be i used these for my wireless mouse which is a razer deathadder v2. one of these would last exactly from a week to two. was weird because i used the mouse same way with each but some of the batteries would die out quicker than expected. should be fine if you’re using it something less taxing like a wireless mouse ||| good good ||| value for money for wall clocks & sc/tv remotes ||| the expiry date and price covered by an external sticker. can't make out anything the batteries delivered in ok condition but can't make out the life or actual price as covered by an external sticker on top of it ||| good nice ||| excellent customer service.. battery life is excellent as compare to other brands ||| good product nice ||| good good,8
B01EJ5MM5M,Canon PIXMA MG2577s All-in-One Inkjet Colour Printer with 1 Additional Colour Cartridge,"Computers&Accessories|Printers,Inks&Accessories|Printers|InkjetPrinters",3498.0,3875.0,3.4,8,97480.0,65.5,not sure if this is a new product or a used one that was delivered to me the color cartridge ink levels were low during printer set-up. the packaging was torn and damaged. leads me to question if this was a refurbished product that was delivered to me ||| good product print quality is good. ||| ink issue ink gets over after a few prints ||| overall good product product got delivered on next day of order ||| need to wait and watch on the ink consumption rate pack was intact.many complained on the printer ink ||| very nice 🙂👍 they pack 's' ink tanks so we cannot expect more prints ||| good i belive ||| printer is good we need to wait and watch on usage.print quality was good,8
B01EY310UM,"Philips GC181 Heavy Weight 1000-Watt Dry Iron, Pack of 1","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1321.0,1545.0,4.3,8,123624.0,50.0,good product worth of money philips gc181 is a good iron. i have been using for six months its good ||| it’s okay okay ||| not so superb this is heavy ||| philips always the best but still does not remove all wrinkles ||| heavy weight iron heats heavily after some time.. but better relatively.. ||| very good i like it very much ||| super nice temperature control is good ||| good one iron. value for money and best one to used it very good,8
B01EZ0X3L8,"SanDisk Ultra 64 GB USB Pen Drives (SDDDC2-064G-I35, Black, Silver)",Computers&Accessories|ExternalDevices&DataStorage|PenDrives,729.0,1650.0,4.3,8,658848.0,86.0,average pendrive with mobile connectivity the pendrive is good enough. but don't have a higher expectation from this pendrive. it gets heated after when transferring a file and the speed also reduces drastically.if you are looking for a high speed pendrive then this is not for youfor normal uses it is good enough ||| 2 in 1 type c and usb can connect to phone as well.i got it for rs.489 only. ||| worth for money good product no problem ||| fine purchase very useful and best for use two in one purpose for transfer data from lap or mobile ||| great to store memories and notes good purchase..just that i find the type c side doesn't fit well in some devices ||| nice keeps shaking and disconnecting..so have to be careful while transferring from such devices ||| value for money. easy to use and fast to upload. cost is slightly high. ||| very good product nice,8
B01F25X6RQ,Samsung Ehs64 Ehs64Avfwecinu Hands-Free Wired In Ear Earphones With Mic With Remote Note (White),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",499.0,499.0,4.2,8,252312.0,54.0,works well the sound quality is excellent for the price ||| but not for long and so are the three buttons. however ||| good product the material quality isn't good ||| good product and the wite breaks after 9 months or so. ||| good quality less bass.. good sound.. quality might be better ||| excellent. i like to buy this headphones ||| good good product ||| average item very much i like you 👍good sound quality. good its really very nice product. thank you so much samsung galaxy,8
B01F262EUU,"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",949.0,999.0,4.2,8,252312.0,54.0,works well the sound quality is excellent for the price ||| but not for long and so are the three buttons. however ||| good product the material quality isn't good ||| good product and the wite breaks after 9 months or so. ||| good quality less bass.. good sound.. quality might be better ||| excellent. i like to buy this headphones ||| good good product ||| average item very much i like you 👍good sound quality. good its really very nice product. thank you so much samsung galaxy,8
B01F7B2JCI,Dynore Stainless Steel Set of 4 Measuring Cup and 4 Measuring Spoon,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeeMakerAccessories|MeasuringSpoons",184.0,450.0,4.2,8,39768.0,43.5,good enough the material of bigger measuring cups is a bit thin so feels like cheaper quality. the material of the smaller measuring spoons is thick and good quality. the edges of the handles for the cup sizing are way too sharp. if you are into regular cooking of variety items ||| nice choice go for it. ||| best price and best quality. just go for it. good to buy ||| value for money i bake cakes for that needed measurements this gave cheaper price with good quality ||| steel is good. ||| good satisfied with my purchase. ||| worthy product good ||| good no brainer.. good product for the purpose involved,8
B01FSYQ2A4,boAt Rockerz 400 Bluetooth On Ear Headphones With Mic With Upto 8 Hours Playback & Soft Padded Ear Cushions(Grey/Green),"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",1399.0,2990.0,4.1,8,1554792.0,290.0,"worth every square inch. -------------------------------------------------update:20/01/2018-------------------------------------------------it's been 5 months since i first got boat rockerz 400. some of the dislikes i've mentioned earlier in my review are no more dislikes. i said the sound is more or less on a flatter side but i'm quite used to it and ""i'm loving it"".. :) the second point is i said if you are an audiophile then you may not like it but i was wrong. you might ask why... here is why:after a long gap ||| vfm i visited my father who is an audiophile. he has numerous high-end headphones but unfortunately ||| plastic build. must buy he got the attention of my headphone and he just wanted to try it. i said yes (i regret it :( ) he paired it with his device and played a song. boy!! you got to see the grin on his face :d. he said i'm keeping it you buy another one. poor me was forced to buy another one. a few days back i got another one :(one thing i noticed in two of my purchase isthe audio cable is no good. both my audio cable had the same issue.----------------------------------------------------------------------------so the moral of the story is: hide it from your audiophile dad or brother.. they will unceremoniously snatch it from you.jokes apart ||| 3 years of extensive usage people ||| delivered the perfomance to its price you can't go wrong with this purchase. it's worth every square inch.happy shopping...end of update---------------------------------------------------i got this product 3 days back ||| still working after 2 years and i got it for rs. 1299( lightning deal of course) this is an honest unbiased review keeping in mind the price of the product:three days might not be a sufficient time to review this product but sorry i can't help the excitement...----------------------------------------------------likes:1> good built quality------- 4/5it is sturdy ||| low in price but sound was high for the price the build quality is great. it is not flimsy. the ear cushions are good enough.------------------------------------------------------2> sound quality------3.5/5if you are an audiophile this is not for you. bass is decent nothing to go overboard( as noticed in other reviews). bass is deep enough for the price.---------------------------------------------------------3> connectivity: pairing is easy connects like a breeze.------ 4/5----------------------------------------------------------4> dual mode- wired and wireless: boat rockerz 400 comes with an aux cable.if you run out of charge you could always connect the aux cable and use it as a wired headphone. ( i couldn't find a substantial difference in the quality of music between wired and wireless though :) ) i absolutely loved this feature. ------5/5-----------------------------------------------------------battery backup: i'm impressed with the battery backup of this beast. i've been using it for 3 days for 2-3 hrs a day still its running. so i guess the 8 hr backup per charge is not a marketing gimmick i presume it's true. so far so good. will update it after a month's usage.------------------------------------------------------------dislikes:1> sound quality is more on the flatter side. when you compare it with budget wired headphones like sennheiser cx 180 street ii bass is not too deep. you won't get that ambiance. boat's website says:""don't just be loud ||| super head phone under 1300 rs be loud and clear"" ||| worth every square inch. -------------------------------------------------update:20/01/2018-------------------------------------------------it's been 5 months since i first got boat rockerz 400. some of the dislikes i've mentioned earlier in my review are no more dislikes. i said the sound is more or less on a flatter side but i'm quite used to it and ""i'm loving it"".. :) the second point is i said if you are an audiophile then you may not like it but i was wrong. you might ask why... here is why:after a long gap ||| vfm i visited my father who is an audiophile. he has numerous high-end headphones but unfortunately ||| plastic build. must buy he got the attention of my headphone and he just wanted to try it. i said yes (i regret it :( ) he paired it with his device and played a song. boy!! you got to see the grin on his face :d. he said i'm keeping it you buy another one. poor me was forced to buy another one. a few days back i got another one :(one thing i noticed in two of my purchase isthe audio cable is no good. both my audio cable had the same issue.----------------------------------------------------------------------------so the moral of the story is: hide it from your audiophile dad or brother.. they will unceremoniously snatch it from you.jokes apart ||| 3 years of extensive usage people ||| delivered the perfomance to its price you can't go wrong with this purchase. it's worth every square inch.happy shopping...end of update---------------------------------------------------i got this product 3 days back ||| still working after 2 years and i got it for rs. 1299( lightning deal of course) this is an honest unbiased review keeping in mind the price of the product:three days might not be a sufficient time to review this product but sorry i can't help the excitement...----------------------------------------------------likes:1> good built quality------- 4/5it is sturdy ||| low in price but sound was high for the price the build quality is great. it is not flimsy. the ear cushions are good enough.------------------------------------------------------2> sound quality------3.5/5if you are an audiophile this is not for you. bass is decent nothing to go overboard( as noticed in other reviews). bass is deep enough for the price.---------------------------------------------------------3> connectivity: pairing is easy connects like a breeze.------ 4/5----------------------------------------------------------4> dual mode- wired and wireless: boat rockerz 400 comes with an aux cable.if you run out of charge you could always connect the aux cable and use it as a wired headphone. ( i couldn't find a substantial difference in the quality of music between wired and wireless though :) ) i absolutely loved this feature. ------5/5-----------------------------------------------------------battery backup: i'm impressed with the battery backup of this beast. i've been using it for 3 days for 2-3 hrs a day still its running. so i guess the 8 hr backup per charge is not a marketing gimmick i presume it's true. so far so good. will update it after a month's usage.------------------------------------------------------------dislikes:1> sound quality is more on the flatter side. when you compare it with budget wired headphones like sennheiser cx 180 street ii bass is not too deep. you won't get that ambiance. boat's website says:""don't just be loud ||| super head phone under 1300 rs be loud and clear""",16
B01GFTEV5Y,Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1699.0,3193.0,3.8,8,432256.0,118.5,it helps to know about what it can and can't do while purchasing. if you are buying this as a secondary cooking appliance or you need a portable stove ||| good but slightly slow go for this.also buy thin induction compatible utensils. it takes a very long time for thick vessels to heat up before you can start cooking.as a primary cooking appliance ||| product good but its take long time to cooldown this doesn't suit as it's very time consuming. can be used for keeping things hot or slow boiling milk etc.also had to request a warranty repair. the request was served within 2 days. the contact information is present on the warranty card. ||| लाजवाब हे just received it. though the product looks new ||| good there are few scratches here and there making me unhappy.compared its performance with other induction cook top that i have (with same amount of water at same temperature in the same vessel).sadly this cook top is a tad slow to boil compared to the old one.but ||| value for money i think that is okay ||| piegon induction stove because the old one which i have is rs. 1000 more than this one. ||| good product good but its take long time to cooldown,8
B01GGKYKQM,"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,219.0,700.0,4.3,8,481264.0,79.0,you can trust on this one previously bought amazon basic usb type a cable and i didn't last long ||| the best usb cable but this usb c product seems manufactured with high quality materials. supports fast chagrining ||| wel build just like original . data supply etc. just go for it ||| nice!! exllent ||| working perfectly very satisfied with this purchase ||| basic just like orginal quality . will buy again in future . ||| good my sister is using this cable to charge her phone and the cable is durable and good enough for my sister's phone. love it!! ||| no issues i bought it to use android auto on tata altroz car by connecting to my one plus nord 2t mobile.i have been using this for more than a week now. it's working perfectly..i am happy with the product so far. ||| you can trust on this one previously bought amazon basic usb type a cable and i didn't last long ||| the best usb cable but this usb c product seems manufactured with high quality materials. supports fast chagrining ||| wel build just like original . data supply etc. just go for it ||| nice!! exllent ||| working perfectly very satisfied with this purchase ||| basic just like orginal quality . will buy again in future . ||| good my sister is using this cable to charge her phone and the cable is durable and good enough for my sister's phone. love it!! ||| no issues i bought it to use android auto on tata altroz car by connecting to my one plus nord 2t mobile.i have been using this for more than a week now. it's working perfectly..i am happy with the product so far. ||| you can trust on this one previously bought amazon basic usb type a cable and i didn't last long ||| the best usb cable but this usb c product seems manufactured with high quality materials. supports fast chagrining ||| wel build just like original . data supply etc. just go for it ||| nice!! exllent ||| working perfectly very satisfied with this purchase ||| basic just like orginal quality . will buy again in future . ||| good my sister is using this cable to charge her phone and the cable is durable and good enough for my sister's phone. love it!! ||| no issues i bought it to use android auto on tata altroz car by connecting to my one plus nord 2t mobile.i have been using this for more than a week now. it's working perfectly..i am happy with the product so far.,24
